ParticipantId,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,Religion_Alt1,Religiosity_Alt2,ZipCode
9906,10000,1979,10,['was-full'],100,99,100,100,4,"['state-gov', 'employer']",['none'],school,white,female,0.1,0.2,nothing-in-particular,4.7,462
9907,100000,2001,5.5,['now-full'],77,62,71,63,0,['employer'],['diarrhea'],highschool,black,male,5.9,5.5,orthodox,6.3,982
9908,45000,1996,7.1,['was-part'],100,100,100,100,3,['fam-friend'],['none'],highschool,black,female,9.7,3.9,nothing-in-particular,0.7,700
9909,30000,1997,10,['was-full'],100,96,96,93,2,['fam-friend'],['headache'],college,black,male,0.3,7.3,nothing-in-particular,9.8,303
9910,50000,1975,0.9,"['was-full', 'now-jobless']",18,18,16,79,0,"['fam-friend', 'fedgov', 'no-one']",['none'],some-college,white,male,0,4.7,something-else,9.2,228
9911,60000,1986,9,"['was-full', 'now-full']",80,89,84,73,4,"['fam-friend', 'employer']","['diarrhea', 'short-breath', 'muscle-ache', 'fatigue', 'fever', 'nausea-vomit']",some-college,white,male,6.8,6.6,nothing-in-particular,2.5,358
9912,72000,1985,10,['was-part'],94,100,100,84,0,['fam-friend'],['none'],postgrad,asian,female,5.1,8,evangelical-protestant,10,760
9913,54000,1977,7.2,['was-full'],47,58,61,80,1,['fam-friend'],['none'],postgrad,white,female,1.8,5.8,catholic,4.2,850
9914,34000,1965,10,['was-part'],100,98,100,99,0,['fam-friend'],['none'],college,white,female,5,10,evangelical-protestant,10,381
9915,99000,1969,9,"['was-full', 'now-full']",100,100,100,100,5,['fam-friend'],"['short-breath', 'headache']",postgrad,black,female,4.1,7.5,something-else,7.9,191
9916,25000,1985,4.9,"['now-jobless', 'was-disabled']",2,95,94,96,0,['fam-friend'],['none'],some-college,white,female,0,5.1,nothing-in-particular,5.4,316
9917,39000,1980,0,['was-full'],54,0,0,0,7,['fam-friend'],"['dry-cough', 'fatigue', 'sore-throat', 'lost-smell-taste', 'fever', 'headache']",college,black,female,0,0,jewish,5.2,983
9918,75000,1974,7,['was-full'],100,96,98,100,21,"['fam-friend', 'employer', 'local-gov']",['none'],postgrad,white,female,1,5.2,something-else,10,802
9919,15500,1985,1.5,['was-jobless'],0,90,93,72,0,['no-one'],['none'],highschool,white,male,0,9.3,nothing-in-particular,0,655
9920,75000,1990,8.2,['now-jobless'],53,52,52,51,0,['no-one'],['none'],school,asian,male,5.5,5.1,buddhist,5.4,948
9921,47000,1989,7.7,['now-part'],100,99,96,82,0,['state-gov'],['none'],college,black,female,1,2.9,nothing-in-particular,2.5,211
9922,36000,1970,7.2,['was-full'],100,100,94,81,1,['fam-friend'],"['muscle-ache', 'fatigue']",college,black,female,2.6,5,other-protestant,10,381
9923,25000,1987,7.9,['was-full'],98,92,100,100,0,['no-one'],['none'],highschool,white,male,0,0,nothing-in-particular,0,60
9924,78000,1988,3.5,['was-jobless'],9,59,19,41,0,['fam-friend'],['none'],college,white,female,0,4.2,other-protestant,2.9,278
9925,30000,1984,9.3,['was-full'],96,97,92,95,0,"['fam-friend', 'employer']",['none'],some-college,hispanic-latino,female,0.5,5.1,something-else,5.1,21
9926,80000,1961,0,['was-retired'],0,21,0,22,0,['fedgov'],['none'],college,white,male,0,7.2,evangelical-protestant,10,484
9927,85000,1987,7.3,"['was-full', 'now-full']",95,75,84,100,0,"['fam-friend', 'employer']",['nasal'],college,white,female,2.8,1,agnostic,1.4,379
9928,60000,2000,1,['now-jobless'],10,44,47,35,0,['fam-friend'],"['fatigue', 'headache']",highschool,white,female,0.1,5.6,nothing-in-particular,4.7,531
9929,10000,1998,10,['now-full'],100,100,100,100,0,['state-gov'],['none'],college,black,female,0,10,nothing-in-particular,10,322
9930,45000,1999,8,['was-part'],100,100,100,100,0,['fam-friend'],['none'],some-college,white,female,0,2.7,nothing-in-particular,2.1,940
9931,175000,1989,3.9,"['was-full', 'now-full']",93,85,27,44,0,"['fam-friend', 'local-community']",['none'],college,white,female,3.8,6,agnostic,6.3,802
9932,27000,1993,4.9,"['was-full', 'now-full']",69,73,76,67,0,"['fam-friend', 'state-gov', 'fedgov']",['none'],college,white,female,0,4.8,nothing-in-particular,2.8,166
9933,22000,1999,6.8,['was-jobless'],75,100,73,62,0,['fam-friend'],"['sore-throat', 'headache']",some-college,white,female,1.2,1.3,agnostic,1.1,258
9934,100000,1983,5.8,['was-full'],100,100,100,100,0,"['fam-friend', 'employer', 'religious', 'fedgov']",['none'],postgrad,other-mixed,female,0,4.8,other-protestant,8.1,221
9935,40000,2001,5.8,['was-full'],100,84,80,77,0,['fam-friend'],['none'],college,white,female,1.4,7.5,hindu,8.1,601
9936,80000,1987,6.1,['was-jobless'],53,87,68,74,0,['fam-friend'],['none'],highschool,white,female,0,5.3,something-else,5.6,705
9937,48000,1989,5.3,['was-full'],97,94,91,84,0,['fam-friend'],['none'],college,white,female,2.8,6.7,other-protestant,6.3,495
9938,140000,1994,6.8,"['was-full', 'now-full']",76,71,68,70,0,"['fam-friend', 'local-community', 'private-org']","['fatigue', 'nasal', 'sore-throat']",college,hispanic-latino,female,6.7,3.1,jewish,6.4,752
9939,100000,1963,8.6,['was-full'],99,82,83,100,4,['fam-friend'],['none'],college,white,female,1.7,1.5,other-protestant,1.8,299
9940,20000,2002,8.9,"['was-jobless', 'was-full']",55,58,57,34,0,['no-one'],['none'],some-college,white,male,0,4.4,nothing-in-particular,5.7,458
9941,30000,1991,9.9,['was-jobless'],100,100,100,100,0,['no-one'],['none'],highschool,white,female,0,5.3,something-else,7,226
9942,57757,2000,9.2,"['was-full', 'was-part']",90,80,8,46,0,"['no-one', 'fam-friend']",['none'],some-college,white,male,0,5,atheist,0.5,439
9943,25000,1990,7.9,['was-full'],100,90,100,100,1,['employer'],['none'],some-college,black,female,0.2,5.2,something-else,7.3,278
9944,60000,1991,3.1,['was-part'],71,94,57,91,0,['employer'],['none'],college,white,female,0.7,8,catholic,5.2,853
9945,45559,1995,9.6,['was-jobless'],76,75,89,100,0,['fedgov'],['none'],college,hispanic-latino,male,0.8,7.8,other-protestant,8.2,272
9946,25000,1988,4.7,"['was-full', 'now-jobless']",80,95,77,75,0,"['local-community', 'local-gov', 'other']",['none'],some-college,hispanic-latino,female,0.7,4.9,nothing-in-particular,3.4,782
9947,76000,2000,6.8,['now-full'],72,64,30,39,0,['fam-friend'],"['headache', 'nausea-vomit']",postgrad,white,female,2.9,6.3,nothing-in-particular,3.8,294
9948,35000,1999,4.9,['now-jobless'],100,76,77,72,0,['fam-friend'],['none'],college,hispanic-latino,female,2.2,0,catholic,4.3,930
9949,200000,1968,6.1,['now-full'],40,82,63,65,0,['fedgov'],['short-breath'],postgrad,white,male,2.2,5.9,agnostic,7.1,371
9950,120000,1969,3.3,['was-full'],31,75,21,92,0,['fedgov'],['none'],some-college,white,male,0.6,6.7,something-else,6.5,77
9951,10000,2000,10,['now-part'],100,100,100,100,2,['fam-friend'],['none'],highschool,white,female,7,4.9,catholic,0,328
9952,120000,2000,10,['was-full'],100,100,100,100,0,['fam-friend'],"['headache', 'nausea-vomit', 'fatigue']",school,asian,female,0,0,atheist,0,963
9953,100000,2002,1.9,"['was-part', 'now-jobless', 'now-part']",69,65,0,68,0,"['fam-friend', 'fedgov']",['none'],highschool,other-mixed,female,0,5,something-else,6.6,919
9954,30000,1997,8.7,['was-part'],87,76,74,82,0,['fam-friend'],['none'],college,other-mixed,female,2.7,8.6,mormon,8.7,925
9955,72000,1947,7.3,['was-part'],78,71,64,72,3,['fam-friend'],['none'],college,white,female,2.7,6.3,catholic,8.2,78
9956,75000,1972,7.5,['was-full'],83,88,81,88,0,['fam-friend'],['none'],college,asian,male,1.9,1.9,buddhist,5.5,921
9957,100000,1990,10,['now-full'],100,100,100,100,2,['fam-friend'],['none'],college,asian,female,6.1,3.2,atheist,0,900
9958,155000,1973,0,['was-full'],2,95,4,95,0,['fam-friend'],['none'],postgrad,white,male,0,9.5,mormon,9.9,941
9959,65000,1989,6.4,['was-full'],80,86,51,87,1,"['fam-friend', 'employer']",['nasal'],college,hispanic-latino,male,2,2.1,something-else,4.9,921
9960,120000,1994,6.6,['was-full'],32,30,90,84,0,"['employer', 'fam-friend']","['muscle-ache', 'fatigue', 'nasal', 'headache', 'nausea-vomit']",college,white,female,1.6,9.3,catholic,3.2,537
9961,13000,1983,5.3,['was-disabled'],0,17,6,81,0,['fam-friend'],['none'],highschool,white,male,0,3.9,something-else,10,290
9962,30000,1980,9,['was-full'],62,61,62,64,0,"['fam-friend', 'employer', 'religious']",['muscle-ache'],highschool,white,female,5.3,0.9,something-else,6.3,549
9963,34000,1949,7,"['now-retired', 'was-jobless']",94,87,88,87,0,"['fam-friend', 'religious']",['none'],highschool,white,female,0.7,7.2,mormon,8.3,840
9964,38000,1980,10,['was-full'],100,99,100,96,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']","['muscle-ache', 'fatigue', 'sore-throat', 'headache', 'nausea-vomit']",some-college,black,female,2.5,0,evangelical-protestant,8.6,891
9965,75000,1963,9,['was-retired'],100,99,97,97,0,['local-gov'],['none'],highschool,hispanic-latino,female,0.9,1,catholic,7.3,115
9966,120000,1970,10,"['was-full', 'now-full']",100,100,100,100,0,['fam-friend'],['nasal'],postgrad,white,female,0.5,0.6,agnostic,2.1,945
9967,75000,1979,9.1,['now-retired'],100,94,100,100,0,['fam-friend'],['none'],college,white,female,0.7,0,something-else,5.2,945
9968,50000,1995,0,['was-full'],24,62,57,73,0,"['fam-friend', 'employer']",['nasal'],college,white,male,2.8,6.2,atheist,2.5,563
9969,125000,1971,4.4,"['was-full', 'now-full']",75,82,21,69,0,['fam-friend'],['none'],college,white,female,0,5.6,catholic,4.4,787
9970,35000,2002,0,['now-part'],0,0,0,86,0,"['fedgov', 'state-gov', 'local-gov']","['dry-cough', 'nasal', 'sore-throat', 'headache']",highschool,white,female,0,2.5,catholic,8.5,604
9971,100000,1970,2.1,"['was-full', 'now-full']",0,0,10,65,0,"['fam-friend', 'religious']",['none'],postgrad,white,female,0,5,other-protestant,8.1,874
9972,32000,1983,2.3,['was-jobless'],50,97,50,63,0,['no-one'],['none'],highschool,white,female,1.3,5.1,catholic,6.5,940
9973,65000,1964,6.7,"['was-full', 'now-full']",96,98,97,98,0,"['fam-friend', 'employer']",['short-breath'],highschool,white,female,1.1,5.1,catholic,9.3,681
9974,55500,1990,8.9,['was-part'],100,98,69,100,150,"['fam-friend', 'state-gov', 'local-community']",['dry-cough'],college,black,female,5.6,3.1,atheist,0.5,200
9975,180000,1985,7.2,"['now-full', 'was-full']",83,100,72,100,0,['fam-friend'],['sore-throat'],postgrad,white,female,2.6,10,jewish,7.4,530
9976,45000,1992,5,['was-full'],59,94,3,75,2,"['fam-friend', 'employer']","['muscle-ache', 'fatigue', 'short-breath']",some-college,white,female,2.7,3.5,something-else,2.7,296
9977,20000,1956,8.3,['now-part'],100,100,74,100,0,['local-gov'],['none'],college,white,female,0.4,2.6,jewish,2.8,85
9978,19000,1952,6.4,['was-retired'],92,93,92,81,0,['fam-friend'],['none'],highschool,white,female,0.6,5.1,evangelical-protestant,8,594
9979,40000,1977,1.8,['was-full'],0,29,23,68,1,"['fam-friend', 'religious', 'no-one']",['none'],highschool,white,male,0,6.8,evangelical-protestant,7.4,302
9980,24000,1994,5.1,"['was-part', 'now-jobless']",51,91,91,91,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov', 'local-community', 'private-org']",['none'],some-college,white,female,0.4,5.1,something-else,7.2,791
9981,310000,1966,0.6,['was-full'],73,77,57,81,0,['fam-friend'],['none'],college,white,male,0.4,7.7,nothing-in-particular,1.1,201
9982,150000,1996,5.2,['was-jobless'],100,100,100,100,399,"['employer', 'local-gov', 'state-gov']",['none'],postgrad,black,male,0,4.8,something-else,8.9,327
9983,100000,1972,10,['was-full'],100,74,72,96,0,['fam-friend'],"['diarrhea', 'nasal', 'headache']",some-college,white,female,2.5,4.6,something-else,8,83
9984,95000,1978,9.6,"['was-full', 'now-full']",100,100,100,85,1,['fam-friend'],['none'],postgrad,white,male,1.7,1.6,catholic,3.9,115
9985,30000,1986,3.1,['was-part'],93,87,33,62,70,"['fam-friend', 'state-gov']",['none'],some-college,white,male,0,3.6,atheist,2.7,975
9986,35000,1985,0.9,['was-jobless'],98,4,5,52,0,['no-one'],['none'],highschool,white,female,0.5,0.6,agnostic,0.7,170
9987,45000,1952,8,['was-part'],91,92,77,74,0,['other'],"['short-breath', 'muscle-ache', 'fatigue']",highschool,white,female,2.9,5.2,evangelical-protestant,8,305
9988,50000,1979,5.1,['now-part'],93,90,93,88,0,"['fam-friend', 'local-community']","['nasal', 'lost-smell-taste']",some-college,white,female,5.2,4.9,something-else,1.2,613
9989,38000,1993,8.7,"['was-full', 'now-full']",100,100,99,100,0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov', 'local-community']",['none'],some-college,black,female,0.4,4.5,something-else,10,200
9990,25000,1994,8.3,"['was-full', 'now-part']",97,100,100,84,0,['fam-friend'],"['fatigue', 'nausea-vomit']",college,black,female,2.9,4.8,nothing-in-particular,5.1,661
9991,40000,1994,0,['was-full'],0,0,0,100,0,"['fam-friend', 'employer']",['none'],some-college,white,female,0.4,5.2,catholic,5.1,587
9992,35000,2001,3.2,['now-jobless'],78,95,89,28,0,"['fam-friend', 'local-community']",['fatigue'],highschool,white,male,0,2.1,agnostic,0,349
9993,268000,1980,10,['was-full'],100,100,100,100,0,['state-gov'],['none'],college,black,male,0,6.1,nothing-in-particular,8.1,303
9994,20000,1989,7.3,"['was-full', 'now-full', 'now-part']",72,100,26,79,1,['state-gov'],['none'],college,white,female,0.2,5.6,catholic,2.8,535
9995,18000,1990,6.6,['now-full'],81,75,94,79,0,['fam-friend'],['nasal'],some-college,white,male,0.1,0,atheist,0,894
9996,50000,1954,0.4,['now-jobless'],0,0,0,3,0,['fam-friend'],['none'],postgrad,white,male,0.2,9.7,something-else,9.9,187
9997,30000,1986,5.1,['now-part'],100,100,100,100,3,['fam-friend'],['none'],highschool,hispanic-latino,male,4.6,4.8,evangelical-protestant,7.3,770
9998,65000,1982,7.3,['now-full'],61,100,100,58,0,"['fam-friend', 'religious', 'local-community']",['none'],college,white,female,0,3.9,other-protestant,10,550
9999,150000,1963,3.9,['was-jobless'],66,67,29,24,0,"['religious', 'fam-friend']",['none'],college,white,female,0,9.3,evangelical-protestant,10,935
10000,50000,1991,9.1,['now-full'],33,74,65,98,0,"['fam-friend', 'employer', 'fedgov', 'state-gov', 'local-gov']",['none'],school,white,female,5.1,7.5,atheist,5.6,563
10001,130000,1974,2.1,"['was-full', 'now-full']",84,19,0,100,0,['no-one'],['none'],college,white,female,0,6.9,catholic,0,762
10002,40000,1988,5.1,['was-full'],76,76,71,100,20,"['employer', 'local-gov']",['none'],college,white,male,2.2,7.4,nothing-in-particular,1.9,600
10003,100000,1956,0,['now-full'],9,4,8,0,0,['fam-friend'],['none'],college,asian,female,0,10,jewish,10,853
10004,43000,1966,10,['was-full'],100,100,100,100,1,['fam-friend'],['none'],highschool,white,male,9.7,5.7,catholic,5.5,802
10005,79000,1969,7,"['was-full', 'now-full']",82,93,74,98,6,['fam-friend'],"['dry-cough', 'short-breath', 'nasal']",college,white,female,5.5,5,catholic,9.5,700
10006,160000,1955,6.6,['now-retired'],100,92,89,91,0,['fam-friend'],['none'],college,asian,male,1.6,7.5,catholic,8,928
10007,74000,1984,5.5,['now-full'],55,68,69,38,0,['no-one'],['none'],some-college,white,male,6.6,7.6,something-else,4,439
10008,45000,1994,7.2,"['was-full', 'now-full']",0,100,78,79,0,"['fam-friend', 'employer']",['none'],highschool,white,female,0.4,5.1,agnostic,0,581
10009,20000,1987,5.2,['now-disabled'],0,72,44,92,10,"['fam-friend', 'religious', 'local-community', 'private-org']",['none'],college,white,female,2.6,5.3,nothing-in-particular,2.6,445
10010,240000,1991,8.8,['now-full'],90,83,84,89,0,"['fam-friend', 'employer']",['diarrhea'],postgrad,white,female,2.8,1.2,nothing-in-particular,0.3,945
10011,75000,1958,8.6,"['was-full', 'now-jobless']",82,81,89,71,0,"['fam-friend', 'state-gov', 'fedgov']","['muscle-ache', 'nasal']",college,white,female,5,2.1,nothing-in-particular,4.2,295
10012,10097,2001,10,['was-retired'],100,100,100,0,132,['state-gov'],['none'],college,black,female,0,10,evangelical-protestant,10,700
10013,75000,1991,4.5,['was-full'],0,55,25,83,0,"['fam-friend', 'employer']",['none'],college,white,female,0,6,catholic,4.6,336
10014,50000,1993,9.6,['now-part'],74,72,75,83,4,"['fam-friend', 'employer']","['sore-throat', 'fever']",college,black,female,5.3,0,catholic,2.5,337
10015,100000,1985,7,['was-full'],100,98,62,99,1,['fam-friend'],"['nasal', 'sore-throat']",highschool,white,female,1.8,0.2,catholic,1.4,190
10016,95000,1981,10,['was-part'],100,100,100,100,0,['fam-friend'],['none'],college,other-mixed,female,0,1.5,something-else,10,211
10017,50000,1989,8,['now-full'],97,95,91,95,0,['other'],['nausea-vomit'],some-college,white,male,0.6,5.2,nothing-in-particular,6.1,190
10018,40000,1988,8.3,['was-full'],89,81,92,90,0,"['fedgov', 'employer']",['none'],some-college,white,male,1.4,7.1,nothing-in-particular,6.2,630
10019,12000,2000,4.8,"['now-disabled', 'was-full']",100,100,99,100,0,['no-one'],['none'],college,hispanic-latino,female,10,4.9,nothing-in-particular,2.8,212
10020,50000,1997,5.7,['was-full'],100,100,100,100,0,['private-org'],['none'],some-college,white,male,0,6.6,other-protestant,10,307
10021,20000,1985,7.1,['was-disabled'],100,100,84,100,0,"['fam-friend', 'state-gov']","['muscle-ache', 'headache', 'nausea-vomit']",college,white,female,1.4,7,catholic,7.4,127
10022,90000,1993,6.8,['was-full'],100,82,100,83,5,['fam-friend'],['none'],college,white,female,1.4,0.7,agnostic,0,606
10023,20000,1967,7.5,"['now-retired', 'now-jobless']",89,79,77,65,1,"['fedgov', 'private-org']",['headache'],college,black,female,0.6,8.7,something-else,9.5,275
10024,150000,1961,6.7,"['was-full', 'now-full']",79,94,33,85,0,"['state-gov', 'local-gov', 'fam-friend']",['none'],postgrad,white,female,0.2,3,nothing-in-particular,6.7,209
10025,86000,1990,7.2,"['now-full', 'was-retired']",81,100,94,100,0,['local-community'],['none'],college,black,female,0,5.9,something-else,7,114
10026,10000,1997,10,['was-full'],100,100,100,100,0,['no-one'],['none'],postgrad,hispanic-latino,female,0,5.2,nothing-in-particular,4.8,463
10027,125000,1980,5.2,['now-full'],100,60,42,67,2,['fam-friend'],['none'],postgrad,white,female,1,0.1,nothing-in-particular,0,852
10028,45000,1975,10,"['was-full', 'now-full']",100,100,100,100,0,['no-one'],['none'],highschool,white,female,0.2,5.9,something-else,7.8,261
10029,200000,1998,4.5,['now-retired'],51,49,51,49,0,['fam-friend'],"['dry-cough', 'short-breath']",postgrad,hispanic-latino,male,5.1,4.3,atheist,4.8,773
10030,35000,2000,6.8,"['was-full', 'now-part']",100,95,81,100,0,"['religious', 'fam-friend', 'local-community']",['none'],college,black,male,0,0.4,evangelical-protestant,9.9,306
10031,80000,1989,6.2,"['was-full', 'now-full']",100,100,100,100,0,['fam-friend'],"['dry-cough', 'fatigue', 'nasal', 'headache']",some-college,hispanic-latino,female,0.8,1,something-else,6.9,761
10032,49000,1990,6.3,['was-full'],92,96,91,96,0,['fam-friend'],['none'],highschool,black,female,1.5,5.8,evangelical-protestant,8.6,760
10033,35000,1957,5,['now-retired'],53,100,100,89,0,['fam-friend'],['none'],some-college,white,female,0.2,5.8,catholic,10,591
10034,300000,1973,9.5,['now-jobless'],100,100,100,100,3,"['employer', 'fam-friend']",['none'],postgrad,white,male,3.6,1.5,nothing-in-particular,2.1,112
10035,40000,2000,6.8,['was-full'],100,97,25,100,0,['other'],['none'],college,other-mixed,female,0,5,something-else,5.1,328
10036,20000,1996,9.5,['was-disabled'],97,100,98,96,0,"['fam-friend', 'local-community']",['diarrhea'],some-college,black,male,0,5.7,something-else,6.1,207
10037,27559,1990,10,['was-part'],100,100,100,100,0,['fam-friend'],"['dry-cough', 'sore-throat']",college,white,female,1,10,atheist,4.8,100
10038,45000,1962,4,['was-disabled'],59,65,1,57,1,"['fam-friend', 'religious']",['none'],college,white,male,0,10,catholic,7.8,467
10039,60000,1973,8,['was-full'],98,94,45,78,0,['fam-friend'],['none'],postgrad,black,female,1,2.4,other-protestant,6.4,352
10040,60000,1962,4.2,['now-full'],99,83,59,73,6,"['religious', 'local-community']",['none'],postgrad,white,female,1,6.3,catholic,9.9,467
10041,40000,2001,0,['was-disabled'],0,0,0,47,100,['no-one'],['none'],some-college,other-mixed,other,0,0,something-else,7.2,902
10042,24596,1997,7.8,['was-part'],62,97,86,74,0,['fam-friend'],"['diarrhea', 'headache']",highschool,black,male,0.2,5,something-else,9.6,674
10043,36000,1990,7.2,"['was-full', 'now-full']",100,82,100,78,0,['fam-friend'],['none'],postgrad,white,female,1.4,0,nothing-in-particular,4.8,759
10044,100000,1995,3.9,"['was-part', 'now-jobless']",64,23,55,20,0,['fam-friend'],['headache'],some-college,hispanic-latino,female,0,0,atheist,0,604
10045,10000,2001,10,['was-full'],99,100,100,100,2,['employer'],"['diarrhea', 'muscle-ache', 'short-breath', 'dry-cough']",highschool,white,female,10,6.3,nothing-in-particular,4.5,338
10046,14999,1983,5.2,"['was-part', 'now-jobless']",87,87,88,90,0,['fedgov'],['diarrhea'],some-college,white,female,1.4,4.3,nothing-in-particular,2.6,610
10047,200000,1990,9.1,"['was-full', 'now-part']",100,100,100,95,0,"['fam-friend', 'no-one']",['none'],postgrad,other-mixed,female,0.9,4.3,catholic,6.5,334
10048,78888,2002,6,['now-full'],57,100,100,87,2,['fedgov'],"['dry-cough', 'short-breath', 'nasal', 'sore-throat', 'fever']",college,black,female,0,7.6,catholic,8.5,278
10049,39500,1985,4.8,['now-full'],18,41,59,61,0,['fam-friend'],['headache'],college,hispanic-latino,female,1.5,2.6,buddhist,2.4,836
10050,28000,1996,4,['was-full'],100,100,100,38,0,['no-one'],['none'],highschool,white,female,0,4.2,nothing-in-particular,5.2,479
10051,55000,1985,9.2,"['was-full', 'now-full']",100,100,79,100,3,"['fam-friend', 'no-one']",['none'],college,white,female,3.8,6.2,nothing-in-particular,0.1,14
10052,19000,1979,7.2,['now-full'],51,88,38,64,0,['fam-friend'],['none'],some-college,white,female,5.1,6,nothing-in-particular,4.1,378
10053,40000,1966,9.5,['was-full'],100,100,100,100,3,"['fam-friend', 'religious']",['none'],college,black,female,0.1,8.8,something-else,10,390
10054,30000,1985,3.6,"['now-full', 'was-full']",4,69,26,60,0,"['fam-friend', 'employer']",['none'],college,white,female,0,4.5,catholic,5.8,992
10055,25000,1964,7.8,['now-retired'],75,100,100,95,0,['fam-friend'],['none'],postgrad,white,female,0.3,3.1,jewish,3.4,252
10056,33000,1981,10,['now-full'],98,100,100,100,2,['fam-friend'],['none'],some-college,black,female,0,7.6,mormon,8.6,300
10057,29000,1987,7.1,['was-full'],56,100,100,100,1,"['fam-friend', 'employer']","['dry-cough', 'fatigue']",some-college,white,female,2.5,3.7,something-else,3.2,672
10058,12000,1987,6.4,['now-jobless'],65,53,40,100,0,"['fam-friend', 'religious']",['none'],highschool,other-mixed,male,0.4,4.8,something-else,5.2,152
10059,35000,1991,5.7,['now-full'],100,81,88,77,0,"['state-gov', 'fedgov', 'local-gov', 'employer', 'fam-friend']",['none'],college,hispanic-latino,male,0,0,atheist,0,330
10060,24000,1957,8.3,"['was-full', 'now-full']",100,95,76,75,2,"['employer', 'religious', 'fam-friend', 'local-community']",['none'],highschool,white,female,4.9,2.4,nothing-in-particular,1.6,787
10061,250000,1999,10,['now-full'],100,90,22,24,0,"['fam-friend', 'local-gov', 'state-gov']",['short-breath'],school,black,female,5.3,6,jewish,8.1,441
10062,52000,1997,8.9,['now-jobless'],81,92,82,10,0,['no-one'],['none'],some-college,white,female,1,1.4,catholic,2.1,560
10063,32222,2002,7.6,['was-full'],84,74,77,69,0,['religious'],['none'],postgrad,asian,male,6.9,6.3,nothing-in-particular,7.7,900
10064,12000,1968,1.3,['was-disabled'],22,24,23,27,0,['no-one'],['none'],some-college,white,male,1.2,2.8,nothing-in-particular,1.5,891
10065,90000,1963,7.3,"['was-full', 'now-full']",94,87,84,93,0,"['state-gov', 'employer', 'fam-friend']",['nasal'],postgrad,white,male,1.3,4.3,jewish,3.1,60
10066,9000,1993,5.3,"['was-jobless', 'now-disabled']",100,100,100,53,4,['no-one'],['none'],postgrad,other-mixed,female,0.3,5.2,nothing-in-particular,10,947
10067,75000,1989,6.9,['was-full'],100,100,49,100,0,['fam-friend'],['none'],college,black,male,0,4.9,something-else,8.7,462
10068,45000,2000,6.2,['now-part'],100,96,100,100,0,['fam-friend'],['none'],college,black,female,0,5,evangelical-protestant,7.3,199
10069,45000,2001,10,['was-jobless'],100,93,98,97,0,['fam-friend'],['none'],highschool,white,female,0,2.1,catholic,6.3,170
10070,67899,1995,5.6,['now-part'],60,33,73,72,0,['other'],['sore-throat'],some-college,asian,male,6.2,6.9,catholic,6,441
10071,65000,1981,3,['was-full'],14,83,49,58,0,['fam-friend'],['none'],college,hispanic-latino,female,1.4,7.7,something-else,5.4,718
10072,30000,1975,6.2,['was-jobless'],47,72,73,46,0,['fam-friend'],['none'],some-college,hispanic-latino,male,4.5,3.5,nothing-in-particular,6.4,928
10073,198000,1980,7.7,['was-full'],93,89,92,99,0,"['fedgov', 'state-gov']",['none'],postgrad,white,male,0,7.7,catholic,7.2,600
10074,30000,1998,7.1,['now-jobless'],100,71,100,100,1,['fam-friend'],['fatigue'],highschool,asian,female,0,3,agnostic,1.1,900
10075,90000,1985,4.9,['was-full'],68,96,68,96,2,"['fam-friend', 'state-gov', 'fedgov', 'religious', 'local-community', 'private-org']",['none'],highschool,white,female,0,0.2,something-else,7.2,935
10076,30000,1996,8,"['was-full', 'now-full']",86,100,67,100,3,"['fam-friend', 'state-gov', 'fedgov']",['none'],college,white,female,1.9,1.6,agnostic,2.6,325
10077,40000,2000,1.1,['now-full'],72,98,51,46,0,"['local-gov', 'state-gov', 'fedgov']",['none'],highschool,hispanic-latino,female,0.4,2.1,catholic,4.8,334
10078,98000,1994,8.2,['now-full'],100,100,98,100,0,"['fam-friend', 'employer', 'fedgov', 'state-gov']",['headache'],postgrad,hispanic-latino,female,0,5.1,other-protestant,9.8,900
10079,68000,1996,6.9,"['was-part', 'now-part']",0,100,100,97,39,"['fam-friend', 'state-gov', 'fedgov']",['none'],college,white,female,0.6,5.4,nothing-in-particular,1.1,570
10080,70000,2002,7.7,['was-part'],84,86,92,93,0,['fam-friend'],['none'],college,white,female,2.1,2.3,catholic,6.1,349
10081,33220,1999,5.7,['now-full'],64,66,40,35,0,"['local-gov', 'fedgov']",['none'],college,black,female,5.8,6.1,catholic,6.2,386
10082,80000,1997,8.1,['was-part'],100,66,72,76,2,['fam-friend'],"['diarrhea', 'muscle-ache', 'fatigue', 'nausea-vomit']",college,white,female,4.4,0,atheist,0,60
10083,250000,1970,6.2,['was-full'],55,88,35,66,0,"['fam-friend', 'employer']",['none'],college,white,male,3.8,4.1,catholic,5.4,461
10084,70000,1990,8,['was-full'],92,76,48,100,9,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']",['none'],college,white,male,0,8.1,evangelical-protestant,6.8,980
